month,year,state,handgun,long_gun,other,multiple
10,2017,Alabama,6144,6999,308,337
10,2017,Alaska,3153,3469,333,239
10,2017,Arizona,10614,8055,1100,689
10,2017,Arkansas,4873,7420,249,338
10,2017,California,39879,25749,3646,0
10,2017,Colorado,17238,15967,1428,1159
10,2017,Connecticut,5112,2233,310,0
10,2017,Delaware,1602,1587,86,66
10,2017,District of Columbia,68,2,0,2
10,2017,Florida,49568,24580,3958,2089
10,2017,Georgia,12031,10482,483,538
10,2017,Guam,84,35,11,3
10,2017,Hawaii,0,0,0,0
10,2017,Idaho,3310,5517,269,222
10,2017,Illinois,20093,12503,0,804
10,2017,Indiana,15966,13202,1450,653
10,2017,Iowa,126,3209,29,3
10,2017,Kansas,5003,5818,433,346
10,2017,Kentucky,8758,8739,371,496
10,2017,Louisiana,9552,12222,827,617
10,2017,Maine,3076,5806,252,203
10,2017,Mariana Islands,4,4,0,1
10,2017,Maryland,4332,5991,213,38
10,2017,Massachusetts,4950,3030,450,137
10,2017,Michigan,9807,12649,522,212
10,2017,Minnesota,4834,14555,516,277
10,2017,Mississippi,6690,7193,302,413
10,2017,Missouri,17985,19508,1464,1118
10,2017,Montana,2578,5884,189,217
10,2017,Nebraska,118,2469,11,4
10,2017,Nevada,4361,2884,360,301
10,2017,New Hampshire,4425,3568,147,5
10,2017,New Jersey,3798,3869,185,0
10,2017,New Mexico,5651,4928,465,301
10,2017,New York,8501,17695,1320,206
10,2017,North Carolina,1501,13877,757,239
10,2017,North Dakota,1367,3732,134,86
10,2017,Ohio,22833,18172,1593,1106
10,2017,Oklahoma,9485,10552,1066,956
10,2017,Oregon,12356,11042,0,5
10,2017,Pennsylvania,43923,15604,67,0
10,2017,Puerto Rico,1116,124,53,7
10,2017,Rhode Island,937,799,120,192
10,2017,South Carolina,8269,7166,444,355
10,2017,South Dakota,2098,5636,182,159
10,2017,Tennessee,21614,16131,1285,0
10,2017,Texas,41780,39297,3633,2530
10,2017,Utah,3075,4257,287,0
10,2017,Vermont,1324,1935,109,86
10,2017,Virgin Islands,19,0,0,0
10,2017,Virginia,20450,16169,2637,0
10,2017,Washington,14867,13022,2092,638
10,2017,West Virginia,5527,7375,350,380
10,2017,Wisconsin,11834,15385,830,60
10,2017,Wyoming,1321,2107,119,87
9,2017,Alabama,5734,6320,221,317
9,2017,Alaska,2320,2930,219,160
9,2017,Arizona,11063,7946,920,631
9,2017,Arkansas,4347,6063,165,366
9,2017,California,37165,24581,2984,0
9,2017,Colorado,15751,13448,1007,1062
9,2017,Connecticut,4834,1993,274,0
9,2017,Delaware,1414,1538,66,68
9,2017,District of Columbia,56,4,0,0
9,2017,Florida,39199,17949,2319,1721
9,2017,Georgia,10933,7982,315,494
9,2017,Guam,74,47,10,3
9,2017,Hawaii,0,0,0,0
9,2017,Idaho,3058,5241,187,205
9,2017,Illinois,18290,10201,0,814
9,2017,Indiana,16093,11332,1123,597
9,2017,Iowa,151,2640,27,1
9,2017,Kansas,4518,5025,306,297
9,2017,Kentucky,8112,7543,253,543
9,2017,Louisiana,10495,11573,635,776
9,2017,Maine,3026,4220,179,186
9,2017,Mariana Islands,12,3,0,1
9,2017,Maryland,3389,4897,168,34
9,2017,Massachusetts,4749,2808,449,158
9,2017,Michigan,8654,10676,379,163
9,2017,Minnesota,4862,12677,346,273
9,2017,Mississippi,6260,6035,206,405
9,2017,Missouri,16993,14395,1050,991
9,2017,Montana,2395,4878,140,216
9,2017,Nebraska,110,1989,11,4
9,2017,Nevada,3992,2509,251,237
9,2017,New Hampshire,4410,3248,132,3
9,2017,New Jersey,3985,3040,140,0
9,2017,New Mexico,5309,4508,353,284
9,2017,New York,8392,16213,998,185
9,2017,North Carolina,1235,11340,657,233
9,2017,North Dakota,1359,2919,99,82
9,2017,Ohio,21085,14998,1202,1026
9,2017,Oklahoma,8869,9020,741,807
9,2017,Oregon,11557,11773,0,7
9,2017,Pennsylvania,39825,13222,48,0
9,2017,Puerto Rico,619,123,17,22
9,2017,Rhode Island,907,619,70,163
9,2017,South Carolina,7574,6037,379,295
9,2017,South Dakota,2020,4155,154,141
9,2017,Tennessee,19219,13746,1042,0
9,2017,Texas,39119,39416,2768,2473
9,2017,Utah,2840,3960,212,0
9,2017,Vermont,1276,1591,90,80
9,2017,Virgin Islands,6,2,0,0
9,2017,Virginia,19676,15075,1100,0
9,2017,Washington,13292,11548,1623,587
9,2017,West Virginia,5204,6161,216,387
9,2017,Wisconsin,10918,13133,612,43
9,2017,Wyoming,1337,2015,61,97
8,2017,Alabama,6289,6045,216,311
8,2017,Alaska,2656,3097,207,184
8,2017,Arizona,10864,7686,908,627
8,2017,Arkansas,4827,5297,220,323
8,2017,California,41110,26220,3058,0
8,2017,Colorado,16610,12925,1013,1035
8,2017,Connecticut,5289,1988,290,0
8,2017,Delaware,1571,1349,94,58
8,2017,District of Columbia,54,6,0,1
8,2017,Florida,46682,21717,2847,2048
8,2017,Georgia,11719,7797,377,525
8,2017,Guam,105,47,5,2
8,2017,Hawaii,0,0,0,0
8,2017,Idaho,3216,3966,186,205
8,2017,Illinois,19807,11333,0,779
8,2017,Indiana,17271,11844,1132,698
8,2017,Iowa,134,2002,21,3
8,2017,Kansas,5005,4743,330,330
8,2017,Kentucky,8039,6555,244,459
8,2017,Louisiana,10124,8788,632,631
8,2017,Maine,3019,2965,196,163
8,2017,Mariana Islands,16,7,1,3
8,2017,Maryland,3657,4807,153,27
8,2017,Massachusetts,4713,2507,457,171
8,2017,Michigan,9849,9962,415,249
8,2017,Minnesota,5446,11294,418,315
8,2017,Mississippi,9059,7738,251,565
8,2017,Missouri,17369,13918,1227,1027
8,2017,Montana,2597,4034,128,221
8,2017,Nebraska,109,1667,16,7
8,2017,Nevada,4052,2251,229,241
8,2017,New Hampshire,4164,2885,121,3
8,2017,New Jersey,4238,3038,167,0
8,2017,New Mexico,5000,3734,396,331
8,2017,New York,9159,13239,891,158
8,2017,North Carolina,1194,11949,649,196
8,2017,North Dakota,1500,2567,92,65
8,2017,Ohio,21432,14447,1242,1034
8,2017,Oklahoma,9732,8978,819,948
8,2017,Oregon,11780,8979,0,3
8,2017,Pennsylvania,40628,13170,78,0
8,2017,Puerto Rico,1169,227,42,34
8,2017,Rhode Island,883,596,68,154
8,2017,South Carolina,8268,6421,412,361
8,2017,South Dakota,2082,3233,180,111
8,2017,Tennessee,19965,14204,1191,0
8,2017,Texas,37277,34884,2093,2474
8,2017,Utah,2790,3154,190,0
8,2017,Vermont,1232,1254,94,89
8,2017,Virgin Islands,47,4,0,0
8,2017,Virginia,20797,14926,1161,0
8,2017,Washington,13788,9776,1529,623
8,2017,West Virginia,4946,4651,241,341
8,2017,Wisconsin,12749,14317,642,42
8,2017,Wyoming,1411,1762,62,86
7,2017,Alabama,6046,4790,224,258
7,2017,Alaska,2911,2458,238,180
7,2017,Arizona,10194,6363,999,544
7,2017,Arkansas,4343,3804,189,254
7,2017,California,37027,21721,2514,0
7,2017,Colorado,16063,11065,1004,1020
7,2017,Connecticut,5450,1771,280,0
7,2017,Delaware,1417,1000,71,60
7,2017,District of Columbia,44,5,0,0
7,2017,Florida,47430,18941,2975,1844
7,2017,Georgia,10685,6166,365,400
7,2017,Guam,71,45,15,14
7,2017,Hawaii,0,0,0,0
7,2017,Idaho,2887,3276,191,149
7,2017,Illinois,18417,9895,0,765
7,2017,Indiana,15385,9995,950,584
7,2017,Iowa,94,1649,22,4
7,2017,Kansas,4636,3914,325,278
7,2017,Kentucky,7236,5118,241,419
7,2017,Louisiana,9420,5992,663,575
7,2017,Maine,2695,2259,144,122
7,2017,Mariana Islands,11,1,0,1
7,2017,Maryland,3710,3922,172,18
7,2017,Massachusetts,4034,2150,332,118
7,2017,Michigan,9305,7687,339,208
7,2017,Minnesota,5181,7734,430,245
7,2017,Mississippi,5961,3980,247,320
7,2017,Missouri,16151,11098,1013,857
7,2017,Montana,2307,3168,137,156
7,2017,Nebraska,97,1204,10,0
7,2017,Nevada,3647,1962,219,223
7,2017,New Hampshire,4228,2427,128,4
7,2017,New Jersey,4351,2519,164,0
7,2017,New Mexico,4834,3254,361,228
7,2017,New York,9212,11301,879,170
7,2017,North Carolina,1059,9316,551,180
7,2017,North Dakota,1286,2030,85,62
7,2017,Ohio,20990,14131,1227,959
7,2017,Oklahoma,9377,6698,882,668
7,2017,Oregon,11160,7877,0,1
7,2017,Pennsylvania,37329,11694,159,0
7,2017,Puerto Rico,1115,187,44,22
7,2017,Rhode Island,836,593,64,129
7,2017,South Carolina,7458,4622,405,327
7,2017,South Dakota,1926,2355,200,99
7,2017,Tennessee,20279,11425,1125,0
7,2017,Texas,36913,27245,2653,2193
7,2017,Utah,2562,2546,202,0
7,2017,Vermont,1127,1012,87,47
7,2017,Virgin Islands,39,6,1,2
7,2017,Virginia,20688,13381,971,0
7,2017,Washington,12872,8636,1503,565
7,2017,West Virginia,4860,4535,231,328
7,2017,Wisconsin,11537,9946,585,44
7,2017,Wyoming,1231,1395,82,77
6,2017,Alabama,8275,4782,254,334
6,2017,Alaska,2909,2254,225,190
6,2017,Arizona,11507,6726,947,606
6,2017,Arkansas,5634,4070,190,292
6,2017,California,42726,23807,2763,0
6,2017,Colorado,17781,11298,1151,1038
6,2017,Connecticut,6203,1765,243,0
6,2017,Delaware,1724,1082,74,66
6,2017,District of Columbia,52,5,0,0
6,2017,Florida,52114,19380,3260,2012
6,2017,Georgia,13617,6474,394,497
6,2017,Guam,94,42,8,10
6,2017,Hawaii,0,0,0,0
6,2017,Idaho,3645,3698,184,184
6,2017,Illinois,21394,9491,0,790
6,2017,Indiana,18351,9706,1093,528
6,2017,Iowa,98,1641,36,3
6,2017,Kansas,5625,3788,355,280
6,2017,Kentucky,8765,5223,265,469
6,2017,Louisiana,11706,6324,859,540
6,2017,Maine,3064,2188,210,155
6,2017,Mariana Islands,9,2,0,1
6,2017,Maryland,3968,3963,250,19
6,2017,Massachusetts,5612,2287,329,149
6,2017,Michigan,11170,7578,463,200
6,2017,Minnesota,6258,7505,515,286
6,2017,Mississippi,7987,4029,268,382
6,2017,Missouri,19459,11470,1200,935
6,2017,Montana,3026,3727,162,212
6,2017,Nebraska,99,1261,22,2
6,2017,Nevada,4449,2337,242,219
6,2017,New Hampshire,4836,2412,164,2
6,2017,New Jersey,5022,2586,182,0
6,2017,New Mexico,5152,3486,421,261
6,2017,New York,10784,11309,921,196
6,2017,North Carolina,1581,9570,558,228
6,2017,North Dakota,1426,1942,97,59
6,2017,Ohio,23703,13536,1324,973
6,2017,Oklahoma,11872,7459,942,778
6,2017,Oregon,13632,9218,0,1
6,2017,Pennsylvania,41408,11117,200,0
6,2017,Puerto Rico,1339,211,32,35
6,2017,Rhode Island,1053,592,65,151
6,2017,South Carolina,11431,4533,473,445
6,2017,South Dakota,2215,2458,244,142
6,2017,Tennessee,23369,11558,1237,0
6,2017,Texas,48895,29119,3000,2307
6,2017,Utah,3307,2989,208,0
6,2017,Vermont,1296,973,71,41
6,2017,Virgin Islands,25,2,0,0
6,2017,Virginia,22416,12706,959,0
6,2017,Washington,16674,9805,1694,604
6,2017,West Virginia,5409,4165,229,328
6,2017,Wisconsin,13463,9959,640,41
6,2017,Wyoming,1520,1544,107,85
5,2017,Alabama,7198,4559,254,309
5,2017,Alaska,2851,2459,216,170
5,2017,Arizona,12002,6555,951,621
5,2017,Arkansas,5181,3981,217,275
5,2017,California,42442,24495,2760,0
5,2017,Colorado,17085,11165,1102,988
5,2017,Connecticut,5951,1862,222,0
5,2017,Delaware,1752,1087,69,72
5,2017,District of Columbia,66,4,0,2
5,2017,Florida,49700,18476,3001,1907
5,2017,Georgia,12163,6211,406,442
5,2017,Guam,93,49,7,8
5,2017,Hawaii,0,0,0,0
5,2017,Idaho,3267,3699,194,181
5,2017,Illinois,22244,9252,0,774
5,2017,Indiana,18110,9483,1060,618
5,2017,Iowa,196,1759,53,3
5,2017,Kansas,5022,3818,369,295
5,2017,Kentucky,8690,5378,223,433
5,2017,Louisiana,10362,6302,731,544
5,2017,Maine,3236,2540,224,184
5,2017,Mariana Islands,10,1,1,0
5,2017,Maryland,4539,4244,212,30
5,2017,Massachusetts,5100,2526,359,164
5,2017,Michigan,10483,7055,402,191
5,2017,Minnesota,7916,7597,631,327
5,2017,Mississippi,7002,3938,277,326
5,2017,Missouri,18290,11468,1067,857
5,2017,Montana,2660,3762,170,199
5,2017,Nebraska,109,1256,23,5
5,2017,Nevada,4630,2288,242,234
5,2017,New Hampshire,4614,2472,158,5
5,2017,New Jersey,5569,2931,194,0
5,2017,New Mexico,5204,3381,394,263
5,2017,New York,11633,12857,957,183
5,2017,North Carolina,1363,9129,673,206
5,2017,North Dakota,1413,1866,95,57
5,2017,Ohio,25230,12924,1375,1059
5,2017,Oklahoma,10599,7270,897,728
5,2017,Oregon,13261,9115,0,3
5,2017,Pennsylvania,42646,11123,157,0
5,2017,Puerto Rico,1279,217,67,31
5,2017,Rhode Island,1048,541,82,182
5,2017,South Carolina,9258,4234,494,617
5,2017,South Dakota,2369,2578,253,145
5,2017,Tennessee,22198,10745,1187,0
5,2017,Texas,42366,27991,2991,2226
5,2017,Utah,3204,3144,214,0
5,2017,Vermont,1306,1132,83,49
5,2017,Virgin Islands,19,1,0,2
5,2017,Virginia,21697,12181,969,0
5,2017,Washington,15915,9682,1617,584
5,2017,West Virginia,5818,4329,262,321
5,2017,Wisconsin,14070,9467,709,58
5,2017,Wyoming,1589,1578,101,91
4,2017,Alabama,7131,4724,229,261
4,2017,Alaska,2997,2840,221,233
4,2017,Arizona,13302,7485,1109,658
4,2017,Arkansas,5670,4226,191,287
4,2017,California,45182,24898,3104,0
4,2017,Colorado,19453,12407,1268,1068
4,2017,Connecticut,6557,2063,178,0
4,2017,Delaware,2017,1249,90,89
4,2017,District of Columbia,68,1,0,0
4,2017,Florida,52889,19489,3290,1840
4,2017,Georgia,13202,6567,463,421
4,2017,Guam,93,39,9,6
4,2017,Hawaii,0,0,0,0
4,2017,Idaho,3874,4039,196,160
4,2017,Illinois,25414,10416,0,845
4,2017,Indiana,21454,11390,1158,677
4,2017,Iowa,252,2348,56,3
4,2017,Kansas,5901,4435,402,308
4,2017,Kentucky,9858,6519,257,433
4,2017,Louisiana,10551,6161,797,492
4,2017,Maine,3816,3073,242,183
4,2017,Mariana Islands,11,2,0,0
4,2017,Maryland,4435,5128,227,24
4,2017,Massachusetts,6540,2717,411,194
4,2017,Michigan,12478,9139,524,246
4,2017,Minnesota,13074,12144,885,540
4,2017,Mississippi,7952,4359,245,294
4,2017,Missouri,20328,14124,1233,998
4,2017,Montana,3014,4246,162,219
4,2017,Nebraska,126,1648,15,4
4,2017,Nevada,4890,2747,243,287
4,2017,New Hampshire,5658,3121,165,9
4,2017,New Jersey,5722,3201,196,0
4,2017,New Mexico,5665,4023,502,267
4,2017,New York,11913,14591,1111,204
4,2017,North Carolina,1471,9870,678,185
4,2017,North Dakota,2209,2492,107,99
4,2017,Ohio,31417,16030,1580,1209
4,2017,Oklahoma,13317,9111,1159,862
4,2017,Oregon,15122,10896,0,2
4,2017,Pennsylvania,48255,11877,97,0
4,2017,Puerto Rico,1105,204,45,26
4,2017,Rhode Island,1146,673,82,200
4,2017,South Carolina,9548,4420,515,1159
4,2017,South Dakota,2896,3008,308,148
4,2017,Tennessee,23031,11521,1164,0
4,2017,Texas,44994,28015,3098,2442
4,2017,Utah,3917,3302,226,0
4,2017,Vermont,1855,1720,124,105
4,2017,Virgin Islands,22,7,0,0
4,2017,Virginia,29480,16844,1227,0
4,2017,Washington,17120,10659,1750,630
4,2017,West Virginia,6723,5263,257,365
4,2017,Wisconsin,16700,13302,873,46
4,2017,Wyoming,1633,1711,108,85
3,2017,Alabama,10603,6951,313,387
3,2017,Alaska,3067,2640,242,184
3,2017,Arizona,14897,9036,1120,738
3,2017,Arkansas,7907,6010,281,454
3,2017,California,48732,27839,3032,0
3,2017,Colorado,21249,14378,1528,1181
3,2017,Connecticut,7476,2551,182,0
3,2017,Delaware,2557,1677,95,110
3,2017,District of Columbia,83,3,0,1
3,2017,Florida,60787,23982,3609,2176
3,2017,Georgia,19256,9518,533,676
3,2017,Guam,74,41,7,13
3,2017,Hawaii,0,0,0,0
3,2017,Idaho,4500,4944,289,243
3,2017,Illinois,30518,14411,0,1207
3,2017,Indiana,28593,14363,1575,793
3,2017,Iowa,316,3137,62,4
3,2017,Kansas,7712,5522,558,360
3,2017,Kentucky,13769,8992,347,645
3,2017,Louisiana,13973,8092,988,762
3,2017,Maine,4558,3286,305,197
3,2017,Mariana Islands,9,1,1,0
3,2017,Maryland,5398,5737,292,21
3,2017,Massachusetts,7274,3421,464,185
3,2017,Michigan,16031,11103,617,273
3,2017,Minnesota,14029,12988,1131,518
3,2017,Mississippi,11586,6508,344,465
3,2017,Missouri,27625,17931,1537,1286
3,2017,Montana,3615,4584,299,281
3,2017,Nebraska,176,1984,24,7
3,2017,Nevada,6038,3219,298,301
3,2017,New Hampshire,7278,3462,227,3
3,2017,New Jersey,6871,3864,258,0
3,2017,New Mexico,6752,4571,524,374
3,2017,New York,12788,15591,1245,204
3,2017,North Carolina,1669,13837,875,261
3,2017,North Dakota,2013,2371,124,70
3,2017,Ohio,37474,19925,2384,1481
3,2017,Oklahoma,14157,10065,1118,977
3,2017,Oregon,17177,13521,0,0
3,2017,Pennsylvania,61207,15836,86,0
3,2017,Puerto Rico,1267,206,48,28
3,2017,Rhode Island,1424,791,83,223
3,2017,South Carolina,13284,6749,680,691
3,2017,South Dakota,3361,3686,342,238
3,2017,Tennessee,29369,15922,1526,0
3,2017,Texas,55983,34308,3702,2846
3,2017,Utah,4401,4010,284,0
3,2017,Vermont,2007,1793,125,109
3,2017,Virgin Islands,27,5,0,0
3,2017,Virginia,29873,17754,1193,0
3,2017,Washington,20308,12740,2224,735
3,2017,West Virginia,8887,6616,324,523
3,2017,Wisconsin,19864,16763,1105,41
3,2017,Wyoming,2017,2038,134,124
2,2017,Alabama,10739,7028,291,505
2,2017,Alaska,2857,2102,191,180
2,2017,Arizona,15642,8881,984,821
2,2017,Arkansas,7974,5938,237,590
2,2017,California,44363,24987,2898,0
2,2017,Colorado,20958,13477,1235,1240
2,2017,Connecticut,6445,2187,138,0
2,2017,Delaware,2342,1663,64,102
2,2017,District of Columbia,65,1,0,2
2,2017,Florida,59201,23479,2928,2187
2,2017,Georgia,19007,9334,454,863
2,2017,Guam,74,43,11,3
2,2017,Hawaii,0,0,0,0
2,2017,Idaho,4051,3904,230,227
2,2017,Illinois,27418,12635,0,1002
2,2017,Indiana,27343,13221,1288,814
2,2017,Iowa,318,2403,34,12
2,2017,Kansas,8082,5501,511,430
2,2017,Kentucky,14975,8636,253,1044
2,2017,Louisiana,12698,7601,846,668
2,2017,Maine,3758,2544,227,169
2,2017,Mariana Islands,0,0,0,0
2,2017,Maryland,4925,5534,213,45
2,2017,Massachusetts,6280,2901,404,156
2,2017,Michigan,15564,9804,553,263
2,2017,Minnesota,12047,9641,791,375
2,2017,Mississippi,11285,6045,279,580
2,2017,Missouri,26726,16012,1393,1477
2,2017,Montana,2912,3429,177,309
2,2017,Nebraska,171,1937,19,6
2,2017,Nevada,5644,2732,301,308
2,2017,New Hampshire,6092,3098,156,2
2,2017,New Jersey,5904,3481,216,0
2,2017,New Mexico,7032,4632,400,509
2,2017,New York,11465,14080,1128,179
2,2017,North Carolina,1410,13488,780,415
2,2017,North Dakota,1807,2213,83,77
2,2017,Ohio,36244,18068,2030,1583
2,2017,Oklahoma,14051,9769,933,1211
2,2017,Oregon,16425,11726,0,0
2,2017,Pennsylvania,54107,12734,37,0
2,2017,Puerto Rico,1000,197,30,24
2,2017,Rhode Island,1278,731,94,209
2,2017,South Carolina,12510,6324,637,2679
2,2017,South Dakota,3569,3533,287,170
2,2017,Tennessee,31982,16425,1559,0
2,2017,Texas,56786,33238,3083,3523
2,2017,Utah,4371,4252,262,0
2,2017,Vermont,1885,1538,104,59
2,2017,Virgin Islands,26,8,0,0
2,2017,Virginia,28434,16587,1170,0
2,2017,Washington,18785,11860,2185,842
2,2017,West Virginia,8917,6203,281,668
2,2017,Wisconsin,18147,12247,858,57
2,2017,Wyoming,1839,1646,123,113
1,2017,Alabama,6770,6572,301,278
1,2017,Alaska,2028,1631,187,127
1,2017,Arizona,12108,7353,951,550
1,2017,Arkansas,5174,5278,242,313
1,2017,California,41516,22686,2898,0
1,2017,Colorado,17189,11864,1128,982
1,2017,Connecticut,6133,2115,118,0
1,2017,Delaware,1815,1466,81,57
1,2017,District of Columbia,69,6,0,0
1,2017,Florida,51599,21867,3129,1816
1,2017,Georgia,12519,7945,460,376
1,2017,Guam,118,66,12,9
1,2017,Hawaii,0,0,0,0
1,2017,Idaho,2617,3049,207,122
1,2017,Illinois,24594,11185,0,767
1,2017,Indiana,21284,11456,1261,607
1,2017,Iowa,180,2015,40,4
1,2017,Kansas,5798,4969,434,262
1,2017,Kentucky,9743,6700,292,397
1,2017,Louisiana,10709,8701,819,472
1,2017,Maine,3094,2447,260,142
1,2017,Mariana Islands,0,2,0,0
1,2017,Maryland,4456,5254,185,24
1,2017,Massachusetts,6069,2871,379,154
1,2017,Michigan,10181,7490,527,154
1,2017,Minnesota,9389,7266,851,319
1,2017,Mississippi,6805,5592,298,248
1,2017,Missouri,20123,13512,1257,857
1,2017,Montana,2015,2748,172,139
1,2017,Nebraska,141,1673,26,3
1,2017,Nevada,4235,2361,279,226
1,2017,New Hampshire,5332,2836,142,6
1,2017,New Jersey,5719,3355,200,0
1,2017,New Mexico,4781,3641,394,233
1,2017,New York,11059,13412,1062,171
1,2017,North Carolina,1073,11218,802,188
1,2017,North Dakota,1370,1892,113,68
1,2017,Ohio,27124,15070,1696,995
1,2017,Oklahoma,10811,8883,1004,705
1,2017,Oregon,12071,8985,0,0
1,2017,Pennsylvania,44199,10689,50,0
1,2017,Puerto Rico,1072,181,50,20
1,2017,Rhode Island,1196,687,78,160
1,2017,South Carolina,9374,5678,788,525
1,2017,South Dakota,2371,2803,303,133
1,2017,Tennessee,23009,13583,1109,0
1,2017,Texas,42697,31314,3040,2176
1,2017,Utah,3031,2961,233,0
1,2017,Vermont,1338,1214,74,60
1,2017,Virgin Islands,17,9,0,1
1,2017,Virginia,21375,14319,820,0
1,2017,Washington,15595,9913,1897,525
1,2017,West Virginia,5837,4995,272,344
1,2017,Wisconsin,12346,8888,758,29
1,2017,Wyoming,1329,1433,109,73
12,2016,Alabama,13733,17519,376,533
12,2016,Alaska,4087,3698,243,191
12,2016,Arizona,18024,13785,1180,703
12,2016,Arkansas,9192,13433,277,385
12,2016,California,63649,93224,77929,0
12,2016,Colorado,25905,21134,1428,1426
12,2016,Connecticut,8003,3153,119,0
12,2016,Delaware,2689,2981,126,117
12,2016,District of Columbia,60,5,0,2
12,2016,Florida,69842,39880,3488,2595
12,2016,Georgia,23875,22613,598,844
12,2016,Guam,105,51,8,8
12,2016,Hawaii,0,0,0,0
12,2016,Idaho,5471,7074,206,210
12,2016,Illinois,29658,17164,0,1031
12,2016,Indiana,30248,21688,1546,911
12,2016,Iowa,391,4822,22,3
12,2016,Kansas,8494,10473,450,415
12,2016,Kentucky,17311,16766,371,673
12,2016,Louisiana,18412,22848,992,901
12,2016,Maine,4641,4713,322,187
12,2016,Mariana Islands,0,0,0,0
12,2016,Maryland,4925,8870,211,33
12,2016,Massachusetts,7050,3884,392,197
12,2016,Michigan,14879,14328,550,245
12,2016,Minnesota,12431,12851,930,426
12,2016,Mississippi,13168,17231,366,529
12,2016,Missouri,29770,27013,1507,1234
12,2016,Montana,3822,5832,164,220
12,2016,Nebraska,268,3697,27,6
12,2016,Nevada,6783,4696,313,411
12,2016,New Hampshire,6625,4225,183,1
12,2016,New Jersey,5394,4979,204,0
12,2016,New Mexico,7484,7149,467,331
12,2016,New York,12074,22585,1029,248
12,2016,North Carolina,2163,28023,907,285
12,2016,North Dakota,1799,2927,108,81
12,2016,Ohio,40996,29641,1877,1531
12,2016,Oklahoma,17990,19418,1126,1060
12,2016,Oregon,18931,16010,0,0
12,2016,Pennsylvania,64220,18688,40,0
12,2016,Puerto Rico,1334,256,37,28
12,2016,Rhode Island,1283,953,72,210
12,2016,South Carolina,15600,14782,809,425
12,2016,South Dakota,3525,5131,299,220
12,2016,Tennessee,36917,30997,1807,0
12,2016,Texas,69163,69272,3641,3208
12,2016,Utah,6428,9257,341,0
12,2016,Vermont,1802,1998,99,74
12,2016,Virgin Islands,15,5,0,0
12,2016,Virginia,32572,27619,1308,0
12,2016,Washington,21835,16484,1949,706
12,2016,West Virginia,10869,11628,338,543
12,2016,Wisconsin,16521,15036,818,37
12,2016,Wyoming,2540,2984,110,119
11,2016,Alabama,10214,13470,388,599
11,2016,Alaska,3396,4019,316,249
11,2016,Arizona,14850,11994,1288,829
11,2016,Arkansas,7226,11866,268,449
11,2016,California,56932,82554,30133,0
11,2016,Colorado,24052,19794,1658,1553
11,2016,Connecticut,7063,3258,135,0
11,2016,Delaware,2490,2751,124,106
11,2016,District of Columbia,49,5,0,1
11,2016,Florida,62351,35718,3676,2701
11,2016,Georgia,18011,16759,556,803
11,2016,Guam,104,54,14,4
11,2016,Hawaii,0,0,0,0
11,2016,Idaho,4711,6175,325,232
11,2016,Illinois,28463,19005,0,1206
11,2016,Indiana,25246,23336,1521,912
11,2016,Iowa,399,5112,38,13
11,2016,Kansas,8136,9854,537,493
11,2016,Kentucky,12847,14844,329,640
11,2016,Louisiana,14674,18349,938,850
11,2016,Maine,4135,5097,283,196
11,2016,Mariana Islands,0,4,0,0
11,2016,Maryland,5356,9509,220,38
11,2016,Massachusetts,7117,4783,350,197
11,2016,Michigan,15803,18241,656,333
11,2016,Minnesota,12338,15597,907,444
11,2016,Mississippi,9382,13481,356,528
11,2016,Missouri,23719,26338,1473,1297
11,2016,Montana,3093,5546,233,231
11,2016,Nebraska,216,3688,22,12
11,2016,Nevada,6338,4291,352,436
11,2016,New Hampshire,6283,4822,237,4
11,2016,New Jersey,5398,5720,199,0
11,2016,New Mexico,6153,6034,490,356
11,2016,New York,11157,25229,1245,248
11,2016,North Carolina,1709,23215,939,262
11,2016,North Dakota,1827,3546,104,98
11,2016,Ohio,37304,32312,1977,1694
11,2016,Oklahoma,16348,17019,1274,1088
11,2016,Oregon,17013,15711,0,0
11,2016,Pennsylvania,66188,20487,42,0
11,2016,Puerto Rico,1323,204,26,34
11,2016,Rhode Island,1271,1065,94,201
11,2016,South Carolina,12839,11547,616,558
11,2016,South Dakota,3456,5677,374,209
11,2016,Tennessee,29502,25976,1719,0
11,2016,Texas,58778,56057,3610,3760
11,2016,Utah,5232,7021,374,0
11,2016,Vermont,1342,1975,109,73
11,2016,Virgin Islands,17,5,0,0
11,2016,Virginia,29544,26823,1298,0
11,2016,Washington,19534,16266,2243,808
11,2016,West Virginia,7824,11134,333,465
11,2016,Wisconsin,17580,19631,883,34
11,2016,Wyoming,2097,2691,136,125
10,2016,Alabama,7757,8865,403,429
10,2016,Alaska,3906,3949,347,274
10,2016,Arizona,12405,9382,1224,681
10,2016,Arkansas,5607,8235,309,373
10,2016,California,45785,54333,19226,0
10,2016,Colorado,20343,16962,1701,1329
10,2016,Connecticut,6374,2698,148,0
10,2016,Delaware,2070,2082,119,107
10,2016,District of Columbia,59,2,0,0
10,2016,Florida,50003,27010,3908,2302
10,2016,Georgia,13799,12262,592,664
10,2016,Guam,127,72,17,4
10,2016,Hawaii,0,0,0,0
10,2016,Idaho,3913,5787,270,208
10,2016,Illinois,33986,14739,0,1090
10,2016,Indiana,21058,16857,1725,829
10,2016,Iowa,221,3557,25,11
10,2016,Kansas,6527,6775,534,418
10,2016,Kentucky,10111,10030,354,519
10,2016,Louisiana,11865,13673,1043,679
