month,year,state,permit,handgun,long_gun,other,multiple
8,2015,South Dakota,684,2233,3728,204,150
8,2015,Tennessee,9774,22983,15384,0,955
8,2015,Texas,24521,41503,40561,2433,2251
8,2015,Utah,12489,2689,3477,114,162
8,2015,Vermont,0,1171,1190,46,56
8,2015,Virgin Islands,79,18,2,0,0
8,2015,Virginia,364,18252,12733,793,0
8,2015,Washington,9054,12705,9373,1070,513
8,2015,West Virginia,2266,5565,5742,181,431
8,2015,Wisconsin,4398,11549,11531,421,37
8,2015,Wyoming,638,1578,2045,80,100
7,2015,Alabama,22960,17698,10276,653,796
7,2015,Alaska,171,2709,2439,116,164
7,2015,Arizona,4262,10226,6078,668,486
7,2015,Arkansas,5128,5216,4146,165,251
7,2015,California,67429,39980,27844,3995,0
7,2015,Colorado,2727,15828,10903,751,868
7,2015,Connecticut,10365,8660,3012,158,0
7,2015,Delaware,470,1523,1148,58,36
7,2015,District of Columbia,0,59,5,0,0
7,2015,Florida,15769,42570,18069,2133,1598
7,2015,Georgia,15820,12674,6707,347,516
7,2015,Guam,0,119,51,13,3
7,2015,Hawaii,1155,0,0,0,0
7,2015,Idaho,1822,2576,3125,121,156
7,2015,Illinois,66883,18469,9243,0,702
7,2015,Indiana,26099,15416,8954,758,429
7,2015,Iowa,6577,120,1563,22,3
7,2015,Kansas,1271,5641,3849,227,286
7,2015,Kentucky,201788,8223,5645,238,467
7,2015,Louisiana,1361,11858,7371,606,521
7,2015,Maine,609,2973,2469,117,119
7,2015,Mariana Islands,0,0,0,1,0
7,2015,Maryland,1620,2918,3750,100,8
7,2015,Massachusetts,4814,4617,1993,326,140
7,2015,Michigan,15819,8837,6681,296,153
7,2015,Minnesota,16325,6949,7139,362,299
7,2015,Mississippi,1036,7869,4333,240,278
7,2015,Missouri,6079,16736,10260,935,810
7,2015,Montana,911,2563,3612,92,186
7,2015,Nebraska,3055,103,1332,12,5
7,2015,Nevada,1723,4074,2201,186,210
7,2015,New Hampshire,3059,3675,2517,93,0
7,2015,New Jersey,0,3925,2538,125,0
7,2015,New Mexico,783,4745,3325,251,263
7,2015,New York,2843,8140,9957,416,114
7,2015,North Carolina,22174,964,9325,531,206
7,2015,North Dakota,804,1400,2040,57,102
7,2015,Ohio,8956,23344,13252,1224,898
7,2015,Oklahoma,0,11162,7162,690,810
7,2015,Oregon,18,9956,8029,0,0
7,2015,Pennsylvania,19538,38287,6885,0,0
7,2015,Puerto Rico,0,1083,213,12,28
7,2015,Rhode Island,0,739,520,78,118
7,2015,South Carolina,8984,8486,4989,379,274
7,2015,South Dakota,757,1926,2605,132,109
7,2015,Tennessee,21886,22803,12231,0,953
7,2015,Texas,21479,41237,27981,2300,2202
7,2015,Utah,10691,2586,2842,179,139
7,2015,Vermont,0,1178,939,57,43
7,2015,Virgin Islands,126,28,3,0,2
7,2015,Virginia,624,19564,11481,738,0
7,2015,Washington,8993,12222,8220,1000,479
7,2015,West Virginia,2262,5632,4503,186,378
7,2015,Wisconsin,4367,11408,7673,428,33
7,2015,Wyoming,542,1512,1778,65,85
6,2015,Alabama,16801,15299,8861,541,598
6,2015,Alaska,291,2612,2256,113,141
6,2015,Arizona,4728,9616,5804,587,455
6,2015,Arkansas,3873,4881,3689,162,245
6,2015,California,51944,33287,22795,3763,0
6,2015,Colorado,4241,15127,10700,722,826
6,2015,Connecticut,11856,9429,3201,119,0
6,2015,Delaware,436,1589,1169,59,42
6,2015,District of Columbia,0,45,4,0,0
6,2015,Florida,15397,39592,17115,1989,1395
6,2015,Georgia,13230,11502,6000,279,394
6,2015,Guam,0,108,56,15,5
6,2015,Hawaii,1209,0,0,0,0
6,2015,Idaho,2849,2381,3063,126,152
6,2015,Illinois,53952,17666,8230,0,583
6,2015,Indiana,37734,14845,8455,742,513
6,2015,Iowa,5452,184,1634,24,3
6,2015,Kansas,1415,4610,3174,222,207
6,2015,Kentucky,225599,7280,5300,178,402
6,2015,Louisiana,1253,10584,6441,529,448
6,2015,Maine,626,2906,2155,127,107
6,2015,Mariana Islands,0,0,2,0,0
6,2015,Maryland,1821,2929,3776,91,12
6,2015,Massachusetts,4456,4398,2122,284,114
6,2015,Michigan,14561,8683,6668,313,153
6,2015,Minnesota,18144,7117,7084,358,238
6,2015,Mississippi,729,6160,3422,207,230
6,2015,Missouri,6929,16285,9733,949,755
6,2015,Montana,904,2514,3684,83,172
6,2015,Nebraska,2903,142,1238,14,1
6,2015,Nevada,2305,3778,2373,164,190
6,2015,New Hampshire,3609,3745,2356,63,1
6,2015,New Jersey,0,4261,2606,140,0
6,2015,New Mexico,640,4546,3374,307,209
6,2015,New York,3222,8140,10400,444,150
6,2015,North Carolina,19637,1034,8587,459,190
6,2015,North Dakota,808,1335,2008,57,55
6,2015,Ohio,9361,22545,13307,1118,889
6,2015,Oklahoma,0,10529,6612,679,664
6,2015,Oregon,31,9661,8073,0,0
6,2015,Pennsylvania,17846,39007,6733,0,0
6,2015,Puerto Rico,0,1228,198,26,36
6,2015,Rhode Island,0,797,572,31,105
6,2015,South Carolina,6565,7693,4135,351,296
6,2015,South Dakota,595,1866,2611,126,124
6,2015,Tennessee,12888,18596,10241,0,833
6,2015,Texas,21211,43199,27650,2432,2114
6,2015,Utah,14428,2549,2745,152,136
6,2015,Vermont,0,1149,890,52,39
6,2015,Virgin Islands,75,25,4,0,0
6,2015,Virginia,504,16539,10126,733,0
6,2015,Washington,7915,12207,8243,905,512
6,2015,West Virginia,2003,5468,4455,193,295
6,2015,Wisconsin,4287,9973,7540,466,34
6,2015,Wyoming,764,1380,1731,62,70
5,2015,Alabama,15495,15629,9031,525,631
5,2015,Alaska,203,2866,2337,178,166
5,2015,Arizona,4719,10829,6105,590,418
5,2015,Arkansas,4750,4871,3881,170,268
5,2015,California,53467,36049,25174,3848,0
5,2015,Colorado,4338,15660,11252,776,879
5,2015,Connecticut,11817,9170,3432,152,0
5,2015,Delaware,748,1597,1197,38,55
5,2015,District of Columbia,0,50,3,0,0
5,2015,Florida,13949,39775,17145,1962,1420
5,2015,Georgia,11956,11029,5941,323,405
5,2015,Guam,0,91,44,7,6
5,2015,Hawaii,1142,0,0,0,0
5,2015,Idaho,2533,2751,3569,131,157
5,2015,Illinois,47092,19457,9346,0,643
5,2015,Indiana,38129,15952,8778,744,566
5,2015,Iowa,5573,167,1781,12,9
5,2015,Kansas,1829,5200,3969,233,262
5,2015,Kentucky,255314,7321,5133,185,393
5,2015,Louisiana,1805,9916,6452,542,441
5,2015,Maine,548,2593,2273,110,108
5,2015,Mariana Islands,0,0,1,0,0
5,2015,Maryland,1155,2665,3972,88,14
5,2015,Massachusetts,4692,4529,2296,267,111
5,2015,Michigan,16080,9289,6839,260,163
5,2015,Minnesota,20670,8050,7795,382,284
5,2015,Mississippi,669,6734,3669,159,238
5,2015,Missouri,6510,17111,10085,799,730
5,2015,Montana,892,2840,4108,75,223
5,2015,Nebraska,2841,104,1455,13,11
5,2015,Nevada,2363,4200,2611,170,212
5,2015,New Hampshire,4144,3813,2468,55,1
5,2015,New Jersey,0,4118,2453,133,0
5,2015,New Mexico,732,5143,3645,268,254
5,2015,New York,2788,7767,10516,449,114
5,2015,North Carolina,18448,1155,8393,482,182
5,2015,North Dakota,500,1507,2349,49,68
5,2015,Ohio,10082,22978,12473,1026,958
5,2015,Oklahoma,0,11082,7434,845,674
5,2015,Oregon,33,10537,8722,0,0
5,2015,Pennsylvania,16899,38419,6825,0,0
5,2015,Puerto Rico,0,1263,149,36,17
5,2015,Rhode Island,0,865,520,35,122
5,2015,South Carolina,6173,7725,4088,395,273
5,2015,South Dakota,626,2260,2932,139,129
5,2015,Tennessee,10582,18928,10314,0,773
5,2015,Texas,21646,44935,29899,2679,2233
5,2015,Utah,11653,2927,2935,141,161
5,2015,Vermont,0,1152,921,47,48
5,2015,Virgin Islands,101,12,2,0,2
5,2015,Virginia,846,17065,9854,680,0
5,2015,Washington,8106,12928,8555,1034,461
5,2015,West Virginia,2272,5596,4499,185,383
5,2015,Wisconsin,4783,10130,8532,483,28
5,2015,Wyoming,493,1758,1871,93,97
4,2015,Alabama,17623,14929,9809,602,628
4,2015,Alaska,242,3107,2908,186,200
4,2015,Arizona,4046,11236,6438,694,450
4,2015,Arkansas,4927,4951,4514,168,294
4,2015,California,48166,35479,25542,4370,0
4,2015,Colorado,5034,15865,11795,935,961
4,2015,Connecticut,13294,9624,3635,122,0
4,2015,Delaware,546,1720,1228,64,57
4,2015,District of Columbia,0,49,2,0,0
4,2015,Florida,16049,40786,18180,1996,1351
4,2015,Georgia,13765,11926,6472,336,426
4,2015,Guam,0,84,42,15,5
4,2015,Hawaii,1327,0,0,0,0
4,2015,Idaho,3119,2712,3727,140,161
4,2015,Illinois,88841,19123,9918,0,659
4,2015,Indiana,38811,16372,10732,823,541
4,2015,Iowa,8656,211,2163,13,4
4,2015,Kansas,2574,5754,4392,242,264
4,2015,Kentucky,234945,8012,6829,245,482
4,2015,Louisiana,1599,9998,6632,588,447
4,2015,Maine,0,3112,2984,142,158
4,2015,Mariana Islands,0,0,2,0,0
4,2015,Maryland,1773,3227,5116,100,16
4,2015,Massachusetts,5865,5205,2642,354,135
4,2015,Michigan,17298,10428,8134,389,170
4,2015,Minnesota,22700,9626,10862,503,365
4,2015,Mississippi,876,6771,4061,181,259
4,2015,Missouri,7944,17715,12531,812,926
4,2015,Montana,1148,2695,4166,97,189
4,2015,Nebraska,3521,134,1586,12,2
4,2015,Nevada,2604,3891,2533,189,220
4,2015,New Hampshire,3373,4277,3015,97,1
4,2015,New Jersey,0,4462,3002,130,0
4,2015,New Mexico,916,5084,3754,287,219
4,2015,New York,3186,9004,13499,557,149
4,2015,North Carolina,22434,950,9667,535,202
4,2015,North Dakota,677,1530,2666,77,80
4,2015,Ohio,12671,26841,16124,1256,1022
4,2015,Oklahoma,0,12508,8819,841,776
4,2015,Oregon,20,11238,9305,0,0
4,2015,Pennsylvania,21161,45156,7908,0,0
4,2015,Puerto Rico,0,954,170,25,13
4,2015,Rhode Island,0,931,594,66,113
4,2015,South Carolina,8009,8123,4493,364,286
4,2015,South Dakota,720,2474,3118,162,157
4,2015,Tennessee,13585,19190,11361,0,836
4,2015,Texas,21605,41412,29218,2447,2052
4,2015,Utah,13427,2720,3124,134,153
4,2015,Vermont,0,1470,1477,57,74
4,2015,Virgin Islands,90,18,6,0,1
4,2015,Virginia,658,18272,12038,686,0
4,2015,Washington,9867,14397,9063,1206,506
4,2015,West Virginia,3212,6777,5845,206,371
4,2015,Wisconsin,6576,11606,12006,564,43
4,2015,Wyoming,559,1668,1995,70,97
3,2015,Alabama,21726,17870,12707,701,732
3,2015,Alaska,255,3114,3092,206,171
3,2015,Arizona,4107,12720,7999,777,579
3,2015,Arkansas,4650,7010,5843,198,312
3,2015,California,126134,38597,30120,3822,0
3,2015,Colorado,3710,17716,14259,939,1112
3,2015,Connecticut,13911,11432,4709,250,0
3,2015,Delaware,500,2145,1741,77,75
3,2015,District of Columbia,0,62,4,0,2
3,2015,Florida,17066,46739,22690,2279,1664
3,2015,Georgia,18105,16366,9436,459,583
3,2015,Guam,0,96,47,13,5
3,2015,Hawaii,1344,0,0,0,0
3,2015,Idaho,3323,3303,4416,179,165
3,2015,Illinois,68243,17517,10329,0,681
3,2015,Indiana,44831,22176,13898,1201,670
3,2015,Iowa,11320,295,3211,24,7
3,2015,Kansas,2514,6823,5529,296,317
3,2015,Kentucky,258825,10407,8327,283,529
3,2015,Louisiana,1589,12506,9438,797,589
3,2015,Maine,0,3634,3215,207,156
3,2015,Mariana Islands,0,0,2,0,0
3,2015,Maryland,1800,3235,5268,134,18
3,2015,Massachusetts,5379,6905,3446,380,172
3,2015,Michigan,17994,13506,10617,431,228
3,2015,Minnesota,27319,10796,12244,575,409
3,2015,Mississippi,1167,8788,5791,276,312
3,2015,Missouri,9321,23164,15636,1086,1037
3,2015,Montana,1266,3203,4804,125,234
3,2015,Nebraska,4531,123,2037,16,7
3,2015,Nevada,2226,4938,3075,242,271
3,2015,New Hampshire,3529,4853,3215,105,0
3,2015,New Jersey,0,4924,3456,149,0
3,2015,New Mexico,834,6149,4853,357,275
3,2015,New York,4253,9776,14574,663,154
3,2015,North Carolina,27047,1182,12154,639,208
3,2015,North Dakota,751,2086,3302,92,105
3,2015,Ohio,4378,32293,20400,1797,1350
3,2015,Oklahoma,0,14307,10437,981,892
3,2015,Oregon,97,12693,11105,0,0
3,2015,Pennsylvania,24290,56770,10644,0,0
3,2015,Puerto Rico,0,1131,163,59,17
3,2015,Rhode Island,0,1038,743,54,112
3,2015,South Carolina,7695,9999,6364,446,324
3,2015,South Dakota,1115,3103,4041,169,193
3,2015,Tennessee,1967,22617,14513,0,967
3,2015,Texas,23183,53371,36853,2987,2534
3,2015,Utah,15127,3186,3867,159,161
3,2015,Vermont,0,1522,1485,51,54
3,2015,Virgin Islands,84,9,3,0,0
3,2015,Virginia,389,22865,15230,923,0
3,2015,Washington,11525,15965,11213,1310,536
3,2015,West Virginia,6320,9314,6894,307,503
3,2015,Wisconsin,7023,14792,14421,680,33
3,2015,Wyoming,659,2023,2247,96,127
2,2015,Alabama,16692,23552,14293,844,1109
2,2015,Alaska,238,3032,2552,211,252
2,2015,Arizona,3728,13951,8211,754,677
2,2015,Arkansas,3025,8799,7037,201,621
2,2015,California,42920,37478,27480,4417,0
2,2015,Colorado,4142,18284,12985,936,1170
2,2015,Connecticut,10345,9806,3890,246,0
2,2015,Delaware,104,2135,1681,79,75
2,2015,District of Columbia,0,53,0,0,0
2,2015,Florida,16779,52791,24827,2303,1974
2,2015,Georgia,16436,22438,11166,493,962
2,2015,Guam,0,86,47,11,3
2,2015,Hawaii,1193,0,0,0,0
2,2015,Idaho,2841,3723,4415,206,274
2,2015,Illinois,48310,23614,13379,0,1014
2,2015,Indiana,43228,24373,13650,1152,653
2,2015,Iowa,13054,268,2984,35,7
2,2015,Kansas,2233,7694,6109,320,477
2,2015,Kentucky,167767,13909,9486,310,1042
2,2015,Louisiana,6327,13427,9717,631,643
2,2015,Maine,0,2962,2545,169,145
2,2015,Mariana Islands,0,0,3,2,0
2,2015,Maryland,1103,2815,4670,144,23
2,2015,Massachusetts,3811,4621,2174,295,129
2,2015,Michigan,14368,13093,9906,414,200
2,2015,Minnesota,19155,9846,9858,645,374
2,2015,Mississippi,771,11559,6964,258,524
2,2015,Missouri,7327,26048,15858,1120,1346
2,2015,Montana,1109,3178,4248,131,314
2,2015,Nebraska,4269,133,2156,25,2
2,2015,Nevada,2021,5338,3100,229,271
2,2015,New Hampshire,2190,4184,2529,109,3
2,2015,New Jersey,0,4101,3005,123,0
2,2015,New Mexico,748,6039,4625,342,447
2,2015,New York,2886,8512,13343,643,153
2,2015,North Carolina,24718,1364,14638,772,396
2,2015,North Dakota,433,1862,2783,106,94
2,2015,Ohio,2,34137,18836,1682,1595
2,2015,Oklahoma,0,16251,10864,932,1241
2,2015,Oregon,51,13230,10932,0,0
2,2015,Pennsylvania,20284,51886,8727,0,0
2,2015,Puerto Rico,0,1054,187,11,23
2,2015,Rhode Island,0,922,635,59,136
2,2015,South Carolina,6678,13831,7072,500,502
2,2015,South Dakota,569,3449,4167,173,211
2,2015,Tennessee,8703,27069,16763,0,1226
2,2015,Texas,17042,60204,39798,3091,3489
2,2015,Utah,11420,3668,4018,211,217
2,2015,Vermont,0,1649,1421,83,65
2,2015,Virgin Islands,102,8,2,0,0
2,2015,Virginia,492,23999,15237,1040,0
2,2015,Washington,10199,15771,11434,1431,741
2,2015,West Virginia,1692,9538,7719,262,721
2,2015,Wisconsin,5432,13332,12361,746,61
2,2015,Wyoming,546,2131,2092,117,155
1,2015,Alabama,16077,16291,12944,849,739
1,2015,Alaska,196,2439,2050,225,107
1,2015,Arizona,3690,10585,6808,723,510
1,2015,Arkansas,3896,5295,5760,202,319
1,2015,California,47134,37560,23524,4060,0
1,2015,Colorado,3404,15739,11932,1031,897
1,2015,Connecticut,10699,9910,3891,211,0
1,2015,Delaware,392,1910,1596,82,84
1,2015,District of Columbia,0,55,6,0,0
1,2015,Florida,13798,43909,21939,2433,1752
1,2015,Georgia,15535,13650,9280,404,578
1,2015,Guam,0,101,49,13,1
1,2015,Hawaii,1188,0,0,0,0
1,2015,Idaho,2719,2568,3342,187,153
1,2015,Illinois,63009,20682,12203,0,818
1,2015,Indiana,34934,18433,11935,1081,597
1,2015,Iowa,9736,197,2486,44,9
1,2015,Kansas,2300,5724,5577,331,304
1,2015,Kentucky,298959,9629,7663,241,535
1,2015,Louisiana,43,10760,10358,789,498
1,2015,Maine,0,2617,2285,168,117
1,2015,Mariana Islands,0,0,0,1,0
1,2015,Maryland,1623,2542,4795,108,12
1,2015,Massachusetts,4937,5139,2568,337,123
1,2015,Michigan,15459,9260,7923,436,191
1,2015,Minnesota,20089,8181,7949,604,324
1,2015,Mississippi,837,6798,6220,261,314
1,2015,Missouri,7340,21243,13943,1185,900
1,2015,Montana,943,2204,3380,114,180
1,2015,Nebraska,3915,169,2057,21,6
1,2015,Nevada,2061,3936,2553,219,241
1,2015,New Hampshire,2940,4097,2652,118,0
1,2015,New Jersey,0,3854,3163,127,0
1,2015,New Mexico,471,4548,3689,353,388
1,2015,New York,3923,9002,12478,597,141
1,2015,North Carolina,23597,1291,13043,641,213
1,2015,North Dakota,689,1672,2793,81,83
1,2015,Ohio,0,26268,16186,1678,1164
1,2015,Oklahoma,0,13234,9811,1006,832
1,2015,Oregon,62,10601,8766,0,0
1,2015,Pennsylvania,20519,44966,7800,0,0
1,2015,Puerto Rico,0,1031,148,11,18
1,2015,Rhode Island,0,886,622,63,140
1,2015,South Carolina,6266,8767,6156,507,289
1,2015,South Dakota,0,2399,3631,188,147
1,2015,Tennessee,19362,22197,15007,0,970
1,2015,Texas,18530,44153,36397,2852,2306
1,2015,Utah,12100,2923,3317,198,135
1,2015,Vermont,0,1171,1081,72,46
1,2015,Virgin Islands,67,7,4,1,0
1,2015,Virginia,379,21023,14433,844,0
1,2015,Washington,10516,13781,9419,1423,473
1,2015,West Virginia,1450,6881,5876,289,406
1,2015,Wisconsin,4614,9703,9221,608,49
1,2015,Wyoming,394,1646,1830,106,100
12,2014,Alabama,16469,23630,29449,773,1130
12,2014,Alaska,212,4259,4189,305,202
12,2014,Arizona,3892,14200,11509,842,588
12,2014,Arkansas,3675,8260,14121,191,398
12,2014,California,41907,66770,47409,6956,0
12,2014,Colorado,4623,20924,19494,1067,1185
12,2014,Connecticut,10560,11516,5542,257,0
12,2014,Delaware,226,2320,3079,89,91
12,2014,District of Columbia,0,50,3,0,0
12,2014,Florida,12339,50412,37098,2500,1954
12,2014,Georgia,12759,19541,22872,539,786
12,2014,Guam,0,117,58,21,7
12,2014,Hawaii,1389,0,0,0,0
12,2014,Idaho,2545,4260,6913,227,205
12,2014,Illinois,101641,24857,19709,0,1013
12,2014,Indiana,27509,23399,21186,1044,835
12,2014,Iowa,8371,260,5574,39,6
12,2014,Kansas,2328,7333,10739,363,438
12,2014,Kentucky,259142,14308,17629,308,720
12,2014,Louisiana,26,15337,25507,740,808
12,2014,Maine,0,3653,4701,223,162
12,2014,Mariana Islands,0,0,0,0,0
12,2014,Maryland,933,2839,8357,115,12
12,2014,Massachusetts,5009,5486,3263,383,183
12,2014,Michigan,13920,11860,15576,433,222
12,2014,Minnesota,19221,9357,13082,577,369
12,2014,Mississippi,607,10726,17253,268,455
12,2014,Missouri,6542,27713,25507,1224,1155
12,2014,Montana,850,3913,6802,109,273
12,2014,Nebraska,4142,184,4455,29,11
12,2014,Nevada,2029,5202,4356,285,298
12,2014,New Hampshire,2938,5059,4122,100,2
12,2014,New Jersey,0,3796,4768,148,0
12,2014,New Mexico,825,6575,6721,383,331
12,2014,New York,2978,9349,21403,604,164
12,2014,North Carolina,22263,1745,27082,658,230
12,2014,North Dakota,408,2020,4018,74,101
12,2014,Ohio,0,35658,30752,1609,1436
12,2014,Oklahoma,0,19055,20488,1054,1183
12,2014,Oregon,67,14346,13994,0,0
12,2014,Pennsylvania,20786,61828,12737,0,0
12,2014,Puerto Rico,0,1158,205,12,30
12,2014,Rhode Island,0,895,894,59,133
12,2014,South Carolina,5846,11905,14320,477,408
12,2014,South Dakota,1,3098,5897,160,155
12,2014,Tennessee,11115,30117,30298,0,1404
12,2014,Texas,18336,66280,78321,3420,3302
12,2014,Utah,12359,4744,8018,206,238
12,2014,Vermont,0,1306,1715,70,57
12,2014,Virgin Islands,81,13,0,0,0
12,2014,Virginia,212,24410,24225,1092,0
12,2014,Washington,10625,19476,15253,1647,657
12,2014,West Virginia,1069,9844,12767,338,533
12,2014,Wisconsin,3724,12139,14806,574,43
12,2014,Wyoming,363,2729,3383,111,118
11,2014,Alabama,11509,16301,22502,544,963
11,2014,Alaska,250,3047,3798,257,214
11,2014,Arizona,3705,9974,9362,643,477
11,2014,Arkansas,3982,5277,12356,166,337
11,2014,California,48671,43779,34964,4087,0
11,2014,Colorado,2807,15478,16152,847,1235
11,2014,Connecticut,9193,9106,4957,167,0
11,2014,Delaware,97,1846,2649,78,55
11,2014,District of Columbia,0,43,2,0,0
11,2014,Florida,10477,39126,30723,1974,1805
11,2014,Georgia,9808,12951,16489,418,706
11,2014,Guam,0,89,47,17,7
11,2014,Hawaii,1078,0,0,0,0
11,2014,Idaho,2126,2611,5013,168,163
11,2014,Illinois,66164,19282,18280,0,880
11,2014,Indiana,96876,16681,20381,824,690
11,2014,Iowa,5596,174,5018,19,4
11,2014,Kansas,1607,5428,9622,227,371
11,2014,Kentucky,54751,8807,15632,228,554
11,2014,Louisiana,4,10660,19375,548,642
11,2014,Maine,0,2356,4426,137,142
11,2014,Mariana Islands,0,0,1,0,1
11,2014,Maryland,886,2290,8896,84,13
11,2014,Massachusetts,4647,4698,3370,360,165
11,2014,Michigan,12590,8752,17256,281,189
11,2014,Minnesota,16885,6462,13470,405,311
11,2014,Mississippi,706,6019,13482,207,349
11,2014,Missouri,5189,23419,26565,841,1120
11,2014,Montana,663,2442,5296,92,209
11,2014,Nebraska,3041,135,3757,20,5
11,2014,Nevada,951,3807,3308,230,236
11,2014,New Hampshire,2484,3838,3784,72,1
11,2014,New Jersey,0,3141,4357,114,0
11,2014,New Mexico,623,4734,5370,261,260
11,2014,New York,3233,6959,22126,489,145
11,2014,North Carolina,16716,1210,22312,483,226
11,2014,North Dakota,361,1447,4023,69,110
11,2014,Ohio,0,26893,32001,1413,1294
11,2014,Oklahoma,0,14060,17558,911,1011
11,2014,Oregon,52,10465,11486,0,0
11,2014,Pennsylvania,16515,57010,13907,22,0
11,2014,Puerto Rico,0,1146,171,14,21
11,2014,Rhode Island,0,836,796,48,132
11,2014,South Carolina,4590,8668,10869,412,415
11,2014,South Dakota,2,2231,5750,115,150
11,2014,Tennessee,8312,21010,24913,0,1053
11,2014,Texas,15978,47340,58551,2544,2815
11,2014,Utah,9212,3189,5890,146,213
11,2014,Vermont,0,932,1814,47,36
11,2014,Virgin Islands,80,12,2,0,0
11,2014,Virginia,208,19685,23164,898,0
11,2014,Washington,9260,16080,13996,1886,626
11,2014,West Virginia,780,6057,12780,181,456
11,2014,Wisconsin,4299,8645,16950,434,51
11,2014,Wyoming,511,1675,2637,85,99
10,2014,Alabama,15305,13930,14643,507,811
10,2014,Alaska,218,3997,4406,246,290
10,2014,Arizona,4094,9557,7966,577,517
10,2014,Arkansas,4214,5164,9255,138,356
10,2014,California,50300,42829,30607,3536,0
10,2014,Colorado,4362,14704,14649,746,1065
10,2014,Connecticut,10783,8934,4654,119,0
10,2014,Delaware,128,1562,1941,65,74
10,2014,District of Columbia,0,50,1,0,1
10,2014,Florida,14077,38428,23668,1904,1742
10,2014,Georgia,13571,11239,12696,337,609
10,2014,Guam,0,112,40,14,6
10,2014,Hawaii,1330,0,0,0,0
10,2014,Idaho,2888,2351,5239,125,175
10,2014,Illinois,70325,17927,14023,0,778
10,2014,Indiana,47593,16054,15005,733,615
10,2014,Iowa,6822,176,3667,22,3
10,2014,Kansas,2200,4725,6092,248,299
10,2014,Kentucky,6049,8530,11463,211,654
10,2014,Louisiana,0,9658,15343,519,670
10,2014,Maine,0,2800,6552,117,180
10,2014,Mariana Islands,0,0,2,0,0
10,2014,Maryland,1285,2410,5964,104,15
10,2014,Massachusetts,5639,4902,3343,272,174
10,2014,Michigan,16955,8642,13602,279,199
10,2014,Minnesota,18322,7461,17386,407,374
10,2014,Mississippi,760,6024,8325,176,355
10,2014,Missouri,6337,18128,20255,834,1037
10,2014,Montana,1112,2651,6683,88,239
10,2014,Nebraska,3741,130,2698,13,3
10,2014,Nevada,1211,3830,2880,195,241
10,2014,New Hampshire,3392,3975,4109,90,2
10,2014,New Jersey,0,3583,3736,116,0
10,2014,New Mexico,971,4910,4780,246,409
10,2014,New York,3703,8190,21900,392,152
10,2014,North Carolina,20331,1155,15491,465,230
10,2014,North Dakota,463,1598,5306,62,98
10,2014,Ohio,0,25552,22111,1495,1289
10,2014,Oklahoma,0,12353,12430,717,931
10,2014,Oregon,25,9939,10701,0,0
10,2014,Pennsylvania,22166,50150,10758,0,0
10,2014,Puerto Rico,0,1151,195,8,22
10,2014,Rhode Island,0,907,806,55,110
10,2014,South Carolina,6472,7251,7633,271,300
10,2014,South Dakota,8,2172,6508,122,151
10,2014,Tennessee,7403,19184,17453,0,893
10,2014,Texas,19667,39725,44864,2317,2636
10,2014,Utah,9097,2335,4064,83,155
10,2014,Vermont,0,1130,1853,57,58
10,2014,Virgin Islands,99,27,1,0,0
10,2014,Virginia,203,18009,17273,934,0
10,2014,Washington,10635,13942,12017,1205,584
10,2014,West Virginia,1024,6080,9459,178,485
10,2014,Wisconsin,5280,10459,16475,456,41
10,2014,Wyoming,541,1597,2630,56,113
9,2014,Alabama,14261,12337,13130,456,721
9,2014,Alaska,217,2416,3273,120,170
9,2014,Arizona,4108,8689,7451,606,520
9,2014,Arkansas,2787,4074,6480,115,349
9,2014,California,48291,37720,28503,3278,0
9,2014,Colorado,3266,13033,12658,639,899
9,2014,Connecticut,10512,7785,3660,144,0
9,2014,Delaware,94,1370,1688,45,58
9,2014,District of Columbia,0,47,1,0,0
9,2014,Florida,11525,37253,21661,1791,1722
9,2014,Georgia,11240,9973,9497,294,518
9,2014,Guam,0,86,44,47,4
9,2014,Hawaii,1153,0,0,0,0
9,2014,Idaho,2454,2367,4956,69,174
9,2014,Illinois,88071,16060,12191,0,821
9,2014,Indiana,6439,13876,12326,647,615
9,2014,Iowa,5545,178,2660,23,4
9,2014,Kansas,1939,3935,5343,187,263
9,2014,Kentucky,60765,6912,8077,183,498
9,2014,Louisiana,0,11352,16638,518,819
9,2014,Maine,0,2440,4596,120,171
9,2014,Mariana Islands,0,0,2,0,0
9,2014,Maryland,1045,2282,4797,87,13
9,2014,Massachusetts,5455,4098,2420,254,129
9,2014,Michigan,16646,7668,12051,242,179
9,2014,Minnesota,17953,6621,15768,375,303
9,2014,Mississippi,818,7427,8847,190,426
9,2014,Missouri,5133,14837,14838,646,891
9,2014,Montana,881,2562,5273,76,219
9,2014,Nebraska,3191,90,2156,13,6
9,2014,Nevada,1475,3517,2803,153,244
9,2014,New Hampshire,2897,3466,3192,67,2
9,2014,New Jersey,0,3492,2854,124,0
9,2014,New Mexico,1030,4080,4168,203,244
9,2014,New York,3488,7350,16835,455,125
9,2014,North Carolina,17095,926,12314,364,202
9,2014,North Dakota,298,1389,3798,49,87
9,2014,Ohio,0,20852,17783,912,1066
9,2014,Oklahoma,0,10040,10567,573,877
9,2014,Oregon,66,9089,10389,0,0
9,2014,Pennsylvania,20044,42506,8823,0,0
9,2014,Puerto Rico,0,1018,224,11,26
9,2014,Rhode Island,0,779,627,49,105
9,2014,South Carolina,5486,6192,6127,253,297
9,2014,South Dakota,1,2006,4479,109,156
